/個別注記表,個別注記表,jpfr-etax-t-cte_NotesAbstract,0,0,0
/個別注記表/継続企業の前提に関する注記,継続企業の前提に関する注記,jpfr-etax-t-cte_NotesGoingConcernAssumption,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記,重要な会計方針に係る事項に関する注記,jpfr-etax-t-cte_NotesSignificantAccountingPolicy,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/資産の評価基準及び評価方法,資産の評価基準及び評価方法,jpfr-etax-t-cte_ValuationBasisValuationMethodAssets,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/資産の評価基準及び評価方法/有価証券の評価基準及び評価方法,有価証券の評価基準及び評価方法,jpfr-etax-t-cte_ValuationBasisValuationMethodMarketableSecurities,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/資産の評価基準及び評価方法/たな卸資産の評価基準及び評価方法,たな卸資産の評価基準及び評価方法,jpfr-etax-t-cte_ValuationBasisValuationMethodInventories,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/固定資産の減価償却の方法,固定資産の減価償却の方法,jpfr-etax-t-cte_DepreciationMethodFixedAssets,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/引当金の計上基準,引当金の計上基準,jpfr-etax-t-cte_RecordingBasisReserves,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/収益及び費用の計上基準,収益及び費用の計上基準,jpfr-etax-t-cte_RecordingBasisRevenueExpense,1,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/収益及び費用の計上基準,収益・費用の計上基準,jpfr-etax-t-cte_RecordingBasisRevenueExpense,1,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/収益及び費用の計上基準,費用・収益の計上基準,jpfr-etax-t-cte_RecordingBasisRevenueExpense,1,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/その他計算書類の作成のための基本となる重要な事項,その他計算書類の作成のための基本となる重要な事項,jpfr-etax-t-cte_OtherSignificantMattersFundamentalsPreparingFinancialStatements,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/その他計算書類の作成のための基本となる重要な事項/金利の取得原価算入,金利の取得原価算入,jpfr-etax-t-cte_InclusionInterestExpenseAcquisitionCost,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/その他計算書類の作成のための基本となる重要な事項/その他,その他,jpfr-etax-t-cte_SignificantAccountingPoliciesOther,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/その他計算書類の作成のための基本となる重要な事項/その他/項目名,項目名、重要な会計方針,jpfr-etax-t-cte_SignificantAccountingPoliciesItemName,0,jpfr-etax-t-cte_SignificantAccountingPoliciesOther,0
/個別注記表/重要な会計方針に係る事項に関する注記/その他計算書類の作成のための基本となる重要な事項/その他/内容,内容、重要な会計方針,jpfr-etax-t-cte_SignificantAccountingPoliciesDescription,0,jpfr-etax-t-cte_SignificantAccountingPoliciesOther,0
/個別注記表/重要な会計方針に係る事項に関する注記/会計処理の原則又は手続の変更,会計処理の原則又は手続の変更,jpfr-etax-t-cte_ChangesAccountingPrincipleProcedure,0,0,0
/個別注記表/重要な会計方針に係る事項に関する注記/表示方法の変更,表示方法の変更,jpfr-etax-t-cte_ChangesPresentation,0,0,0
/個別注記表/貸借対照表に関する注記,貸借対照表に関する注記,jpfr-etax-t-cte_NoteBalanceSheet,0,0,0
/個別注記表/貸借対照表に関する注記/担保資産及び担保付債務,担保資産及び担保付債務,jpfr-etax-t-cte_PledgedAssets,0,0,0
/個別注記表/貸借対照表に関する注記/資産の部から直接控除した貸倒引当金,資産の部から直接控除した貸倒引当金,jpfr-etax-t-cte_AllowanceDoubtfulAccountsDeductedDirectlyAssets,0,0,0
/個別注記表/貸借対照表に関する注記/資産の部から直接控除した貸倒引当金/流動資産,流動資産,jpfr-etax-t-cte_AllowanceDoubtfulAccountsDeductedDirectlyCurrentAssets,0,0,0
/個別注記表/貸借対照表に関する注記/資産の部から直接控除した貸倒引当金/投資その他の資産,投資その他の資産,jpfr-etax-t-cte_AllowanceDoubtfulAccountsDeductedDirectlyLongTermInvestments,0,0,0
/個別注記表/貸借対照表に関する注記/有形固定資産の減価償却累計額,有形固定資産の減価償却累計額,jpfr-etax-t-cte_DepreciationTangibleAssets,0,0,0
/個別注記表/貸借対照表に関する注記/保証債務額,保証債務額,jpfr-etax-t-cte_AmountGuaranties,0,0,0
/個別注記表/貸借対照表に関する注記/受取手形割引高,受取手形割引高,jpfr-etax-t-cte_AmountNotesReceivableDiscounted,0,0,0
/個別注記表/貸借対照表に関する注記/受取手形裏書譲渡高,受取手形裏書譲渡高,jpfr-etax-t-cte_AmountNotesReceivableEndorsed,0,0,0
